,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
44,Sandradio,@Sandradio46,2022-03-02T22:17:40.000Z,"Sandradio
@Sandradio46
·
2 Mar","Replying to 
@NiusMarco
Avoir connaissance de ces données et savoir combien nous ont coûté les #vaccins m'amène à me désespérer encore plus de notre politique sanitaire euh... de la guerre que nous avons menée contre le #COVID19  
2",😪,,,2,[],https://twitter.com/Sandradio46/status/1499146951442542595
45,AlBaniAlbainPierre,@vtlau1,2022-03-02T15:32:41.000Z,"AlBaniAlbainPierre
@vtlau1
·
2 Mar","Replying to 
@BOROWSKIMIKE
 and 
@ExcessMidnight
L emballement médiatique qui pourrait faire faire des conneries à tout le monde, on a vu avec le #covid #vaccins #PassVaccinal ce monde est cinglé 
4",Ⓜ 😂 Ⓜ 😏,,,4,[],https://twitter.com/vtlau1/status/1499045034892664836
46,Renaud,@renaud_Laniakea,2022-03-02T20:22:04.000Z,"Renaud
@renaud_Laniakea
·
2 Mar","Replying to 
@Zenon71647295
 and 
@EChabriere
Avec tous les stocks ainsi que des #vaccins,des #masques et des #blouses.",🧠 🧠 🧠,,,,[],https://twitter.com/renaud_Laniakea/status/1499117859519315972
47,checrai71,@checrai71,2022-03-02T16:21:18.000Z,"checrai71
@checrai71
·
2 Mar","Replying to 
@HAS_sante
, 
@Assur_Maladie
 and 
@Sante_Gouv
https://twitter.com/BanounHelene/status/1498983430159319040?s=20&t=g8GIXX70JCJ8eDKca1qIDA…

""#vaccins"" de merde
#effetsindesirables #violences impunies 
#bigpharma #bigmedia #finance non régulée
Hélène Banoun
@BanounHelene
 · 2 Mar
À cause de la lenteur de notification des effets indésirables lors de l'essai #Pfizer la FDA a retenu 0,5% d'EI alors qu'il s'agissait de 75%!
une partie du scandale #Ventavia
@Christi67158123 twitter.com/JikkyKjj/statu…",,,,,['https://pbs.twimg.com/profile_images/1396067081267945473/_eWndc1m_mini.jpg'],https://twitter.com/checrai71/status/1499057269165760514
48,AlBaniAlbainPierre,@vtlau1,2022-03-02T15:49:17.000Z,"AlBaniAlbainPierre
@vtlau1
·
2 Mar","Replying to 
@BFMTV
C est la guerre de info qui rappelle celle sur le #covid etc
Ceux qui avaient un autre discours sur les #vaccins etaient censurés
C est bien foutu quand même tous ces médias indépendants qui disent la même chose 
1
2",Ⓜ 😂 Ⓜ 🤡,1,,2,[],https://twitter.com/vtlau1/status/1499049209684705282
49,Merry Socialist,@Socialistesque,2022-03-02T15:00:41.000Z,"Merry Socialist
@Socialistesque
·
2 Mar","@EmmanuelMacron
 @olivierveran
 maintenant que l’on sais que ces #vaccins transforment l’ADN, qui le ARNm synthétique vive au moins 60 jours, et que les nouveaux docs de #Pfizer montre clairement du fraude (site 1128 géré par #Ventavia) pouvez-vous abroger le #PasseVaccinal?",🌹 🌹 🐭,,,,[],https://twitter.com/Socialistesque/status/1499036981988315139
50,checrai71,@checrai71,2022-03-02T05:48:34.000Z,"checrai71
@checrai71
·
2 Mar","Replying to 
@lemonde_planete
Pas de souci, #Macron2022 #bigpharma 
@HAS_sante
 @Sante_Gouv
 et autres collabos de la #finance vont inventer des ""#vaccins"" anti perturbateurs endocriniens.

Les mauvais citoyens qui ne se feront pas injecter paieront eux-mêmes leurs soins s'ils sont malades.

#fascisme normalisé",,,,,[],https://twitter.com/checrai71/status/1498898034771517452
51,Voxeurop en français,@VoxEuropFR,2022-03-02T15:39:57.000Z,"Voxeurop en français
@VoxEuropFR
·
2 Mar"," #Vaccination des sans-papiers en  Partie 5 : En , un manque de #transparence et de #communication empêchent les #sanspapiers de se faire vacciner. Par 
@brechtcastel
 | 
@Knack
, avec 
@LHreports
. #Coronavirus #Europe #vaccins #Belgique
voxeurop.eu
En Belgique, l’“expérience kafkaïenne” de la vaccination pour les sans-papiers - Voxeurop
En Belgique, les sans-papiers rencontrent de nombreuses difficultés pour se faire vacciner, et le nombre de sans-papiers non vaccinés reste très flou.",📊,,,,[],https://twitter.com/VoxEuropFR/status/1499046860618702851
52,Didier,@LetItShine69,2022-03-03T18:22:39.000Z,"Didier
@LetItShine69
·
3 Mar","Thomas Renz : ""Je veux d'abord savoir qui ira en prison pour meurtre"".
Les données que #Pfizer a été obligé de publier montrent un taux de mortalité de 3 % pour les vax, soit 12 fois le taux de mortalité du Cov.
#ThomasRenz #Covid_19 #effetssecondaires #vaccins
23
462
462",🔥 🔥,23,462,462,['https://pbs.twimg.com/ext_tw_video_thumb/1499449633428361218/pu/img/74XzF4CYVmfxiyvg.jpg'],https://twitter.com/LetItShine69/status/1499450196543090691
53,Ferri Cecilio,@ferri_cecilio,2022-03-03T21:18:20.000Z,"Ferri Cecilio
@ferri_cecilio
·
3 Mar","Faut-il rappeler que l’expérimentation des #vaccins n’est pas terminée et que les accords avec les États et l’UE prévoient de les mener à leur terme ?
13
11",,,13,11,[],https://twitter.com/ferri_cecilio/status/1499494405291626500
54,Allysen (75),@sandra_allysen,2022-03-03T12:23:00.000Z,"Allysen (75)
@sandra_allysen
·
3 Mar","Je suis fière d'avoir tenu bon depuis le 9 août 2021 sans #PassVacinal et sans loisirs. Mais je me tiens aux côtés de tous ceux qui se sont fait injectés par ignorance ou par obligation et qui subissent aujourd'hui les #effetssecondaires graves de ces #vaccins. DÉNONCEZ !!
7
11
37",,7,11,37,[],https://twitter.com/sandra_allysen/status/1499359684926529540
55,Allysen (75),@sandra_allysen,2022-03-03T14:14:30.000Z,"Allysen (75)
@sandra_allysen
·
3 Mar","NON ! La guerre en #Ukraine ne fera pas diversion sur les mensonges des études #Pfizer, sur les #effetssecondaires des #vaccins, sur la mise en place du #PassVaccinalDeLaHonte et sur les 27 millions € consentis à #McKinsey pour nous voler nos droits et nos libertés !
2
11
15",,2,11,15,[],https://twitter.com/sandra_allysen/status/1499387746216988675
56,Didier,@LetItShine69,2022-03-03T06:01:59.000Z,"Didier
@LetItShine69
·
3 Mar","Profession Gendarme : ""DEUX ANS DE MENSONGES mais la presse n’en parlera pas, elle a changé de logiciel""
https://profession-gendarme.com/deux-ans-de-mensonges-mais-la-presse-nen-parlera-pas-elle-a-change-de-logiciel/…
#COVID19 #Ukraine #PassVaccinal #vaccins #Russie 
@PresseMondial
 @Lesinfirmieres1
2
11
17",🔥 🧐,2,11,17,['https://pbs.twimg.com/media/FM50AgSX0AIM5I4?format=png&name=small'],https://twitter.com/LetItShine69/status/1499263801711022080
57,Alain Lasverne,@AlainLasverne,2022-03-03T11:56:46.000Z,"Alain Lasverne
@AlainLasverne
·
3 Mar","Exit le #Covid19 qui a permis ls #pass, ls #vaccins, ls #confinements. Bienvenue à l'étage supérieur le #Macronenguerre effective ctre la #Russie, qui interdit la #presse d'opposition et clos tt débat parlementaire. Un hasard sans doute #FI #FranceunderAttack
1",,,1,,['https://pbs.twimg.com/media/FM7FqpAXMAET_WD?format=png&name=small'],https://twitter.com/AlainLasverne/status/1499353084937572352
58,Permanent Mission of Morocco to the UN,@Morocco_UN,2022-03-03T21:11:18.000Z,"Permanent Mission of Morocco to the UN
@Morocco_UN
·
3 Mar","Amb Hilale appuie la proposition de 
@antonioguterres
 pour un plan de vaccination mondial et souligne que, conformément aux hautes Orientations Royale, le Maroc a commencé à produire les #vaccins afin d’assurer sa souveraineté vaccinale et contribuer à celle du continent #africain
1
1
3",,1,1,3,['https://pbs.twimg.com/media/FM9EmkWX0AAdp6-?format=jpg&name=small'],https://twitter.com/Morocco_UN/status/1499492634745843712
59,ONU Développement,@pnudfr,2022-03-03T12:39:00.000Z,"ONU Développement
@pnudfr
·
3 Mar","L'#ÉquitéVaccinale est essentielle pour se remettre sur la voie du développement durable.

Il est urgent d'accélérer le déploiement des #vaccins, d'améliorer nos capacités de production, de fixer des prix abordables & d'assurer une distribution équitable : http://bit.ly/3HBM8EQ
1
4",,,1,4,['https://pbs.twimg.com/media/FM4X0rzXsAQQbcm?format=jpg&name=small'],https://twitter.com/pnudfr/status/1499363711118495745
60,©mOvendiOmnivisiOn Think Tank,@mOvOmnivisiOn,2022-03-03T15:16:19.000Z,"©mOvendiOmnivisiOn Think Tank
@mOvOmnivisiOn
·
3 Mar","IMMENSE #hypocrisie des politiques & media #EU
faisant semblant de s'offusquer
au sujet de Vladimir #Poutine
QUAND EUX MATRAQUENT #Européens
=
MEGA dette impayable
#vaccins TOXIQUES TUEURS
chômage forcé
SERA PUNIE
>
ADMIRATION pour #France OK
#Russie AUSSI
https://youtube.com/watch?v=8sROESLRudM…",,,,,['https://pbs.twimg.com/media/FM7zNl2XoAER8ZP?format=jpg&name=small'],https://twitter.com/mOvOmnivisiOn/status/1499403303209295876
61,Permanent Mission of Morocco to the UN,@Morocco_UN,2022-03-03T21:11:47.000Z,"Permanent Mission of Morocco to the UN
@Morocco_UN
·
3 Mar","Amb Hilale a salué l’initiative du Secrétaire Général 
@antonioguterres
 de faire des #vaccins un bien commun mondial et a souligné la nécessité de renforcer le financement de l'OMS 
@WHO
 afin de garantir une plus grande stabilité et autonomie financières
1
1
4",,1,1,4,['https://pbs.twimg.com/media/FM9EtsuXMAEc4Xn?format=jpg&name=small'],https://twitter.com/Morocco_UN/status/1499492756867145736
62,Gilberte Kimpiam Bwiri,@fashionkimp,2022-03-03T13:15:29.000Z,"Gilberte Kimpiam Bwiri
@fashionkimp
·
3 Mar","On s'est vacciner pour rien? La France #vaccins #MAIS NON #PassVaccinalDeLaHonte
Mediavenir
@Mediavenir
 · 3 Mar
 ALERTE - Le gouvernement va annoncer la fin du masque en intérieur et du #PassVaccinal au 14 mars. (BFMTV) #COVID19France",,,,,['https://pbs.twimg.com/profile_images/1325598861566627840/1QIke3Vx_mini.jpg'],https://twitter.com/fashionkimp/status/1499372893028896768
63,VAUTHIER Stéphanie,@k01372297stephk,2022-03-03T09:34:21.000Z,"VAUTHIER Stéphanie
@k01372297stephk
·
3 Mar","Si le #OmicronVarient est en chute ""libre"" lui, et que la #vaccination n'est plus efficace + #Pfizergate POURQUOI #VeranCharlatan a recommandé des doses de #vaccins pour mai 2022 juste après les #electionpresidentielle ?
Dissident Officiel
@do_officiel
 · 25 Feb
André Bercoff largue une bombe journalistique concernant l'achat des vaccins Pfizer! 
Lien de la vidéo : https://youtube.com/watch?v=OC_1OP42F3I…",🤔 😷,,,,['https://pbs.twimg.com/profile_images/1276556112930709513/JhFGz-Qt_mini.jpg'],https://twitter.com/k01372297stephk/status/1499317245587169281
64,Algeria - Business Today,@AljebrAnalytics,2022-03-03T02:20:57.000Z,"Algeria - Business Today
@AljebrAnalytics
·
3 Mar","|#PhamaDZ 
[#MEDICAMENTS]
@AstraZeneca
 en #Algerie
Lancement Mega projet avant fin 2022
Marché N°1 Pays Arabes
CA 65 millions $
Pas d'usine en 
Partenaires full process
@BiopharmDz
 At Pharma.

Axes
#cancer
#asthme
#diabetes
#cardiovasculaires
#vaccins.
https://bit.ly/35JBazQ |
2
2",,,2,2,['https://pbs.twimg.com/media/FM5B433WQAIXRfp?format=jpg&name=small'],https://twitter.com/AljebrAnalytics/status/1499208173684670467
65,douxrêve,@utopiedoccaz,2022-03-03T06:25:21.000Z,"douxrêve
@utopiedoccaz
·
3 Mar","Pour les deux premières injections, le rappel à 3 mois se fait en ARNm. Hein les gens ! #COVID19 #vaccins
Bateman 抗ヤブ医者ーです - Score PF=2261
@vonbateman
 · 2 Mar
Alors les gens qui disent refuser le vaccin à ARN parce qu'ils veulent un ""conventionnel"", on vous attend en centre de vaccination pour faire du Nuvaxovid ?",💉 💉,,,,['https://pbs.twimg.com/profile_images/1268657399172345857/8FBIyLKW_mini.jpg'],https://twitter.com/utopiedoccaz/status/1499269680581726213
66,Ph Claret,@Phil_7338,2022-03-03T22:51:46.000Z,"Ph Claret
@Phil_7338
·
3 Mar","J'aurai bien une question/réponse....

#vaccins ?????
Ou plutôt.....#injections ???
franceinfo
@franceinfo
 · 2 Mar
Hausse de la mortalité infantile en France : les chercheurs tentent d'en comprendre les raisons

https://francetvinfo.fr/sante/grossesse/hausse-de-la-mortalite-infantile-en-france-les-chercheurs-tentent-d-en-comprendre-les-raisons_4988355.html…",,,,,"['https://pbs.twimg.com/profile_images/1019886363515211776/D2TBSqHw_mini.jpg', 'https://pbs.twimg.com/media/FM0oFTsWQAAoWv1?format=jpg&name=small']",https://twitter.com/Phil_7338/status/1499517920409534464
67,Mélusine Frimaux,@freespirit7390,2022-03-03T19:18:06.000Z,"Mélusine Frimaux
@freespirit7390
·
3 Mar","Tous les pays qui ont suspendu le #PassVaccinalDeLaHonte vont envoyé des #vaccins en Afrique.
Faudrait pas que la marchandise se perde.
#Pfizer 
#PassVaccinal
1",🌷 ➰ ☮ 🙃,,,1,[],https://twitter.com/freespirit7390/status/1499464148656214016
68,Floralis,@FloralisTTO,2022-03-03T16:42:39.000Z,"Floralis
@FloralisTTO
·
3 Mar","Découvrez la #startup Aiova qui développe des #vaccins ADN innovants, notamment contre la #COVID19 et les #grippes
Issue de l’
@UGrenobleAlpes
, elle a été accompagnée par 
@FloralisTTO
 et 
@LINKSIUM_
 

#santé #innovation #valorisation
Réseau C.U.R.I.E
@Reseaucurie
 · 2 Mar
[ La belle histoire du jour] Une #innovation issue de l'@UGrenobleAlpes et propulsée par @LINKSIUM_ - à lire ici : https://cutt.ly/9OVpseA !  

Source : Présences Grenoble - https://cutt.ly/7P64I9W

#valorisation #recherchepublique #vaccin #sida
1
1",😍 🚀,,1,1,"['https://pbs.twimg.com/profile_images/684729337086636033/S6RBuluU_mini.png', 'https://pbs.twimg.com/media/FM20QRRXMAg4zwp?format=jpg&name=small']",https://twitter.com/FloralisTTO/status/1499425029158801409
69,©mOvendiOmnivisiOn Think Tank,@mOvOmnivisiOn,2022-03-03T10:07:03.000Z,"©mOvendiOmnivisiOn Think Tank
@mOvOmnivisiOn
·
3 Mar","Replying to 
@mOvOmnivisiOn
 and 
@KaplanBen_Fr
#Brzeziński EST CELUI qui a entamé l'expansion de l'#OTAN
qu'il voulait mondiale BIEN AU DELA des raisons de sa création...pour piéger TOUS vers #vaccins en tant qu'ami de #Kissinger...avec #armées piégées et régimentées 
>
#Védrine cache cette perspective
https://mtholyoke.edu/acad/intrel/zbignato.htm…
1",,,1,,['https://pbs.twimg.com/media/FM6shCLXMAAlSim?format=jpg&name=small'],https://twitter.com/mOvOmnivisiOn/status/1499325473314197508
70,AlBaniAlbainPierre,@vtlau1,2022-03-03T10:44:42.000Z,"AlBaniAlbainPierre
@vtlau1
·
3 Mar","Replying to 
@vtlau1
, 
@COVID_49_3
 and 
@Nice_Matin
Comme tous ceux qui ont quitté soi disant la politique exemple Bachelot entre autres et qui est revenue vendre des #vaccins
La gamelle est trop bonne mais les Français ne veulent plus de ça
Marion Maréchal
#Presidentielle2022 #MarinePresidente
1",Ⓜ 😂 Ⓜ,,,1,[],https://twitter.com/vtlau1/status/1499334948054093825
71,Merry Socialist,@Socialistesque,2022-03-03T17:49:43.000Z,"Merry Socialist
@Socialistesque
·
3 Mar","@olivierveran
 - au vu des vrais données sur l’efficacité des #vaccins pour les enfants- il faut les retirer du marché! 

N’attendez pas le 14 mars pour lever le #passeVaccinal - il faut l’abroger tôt de suite.
Jean Rees
@JeanRees10
 · 10 Nov 2021
Found another interesting statement from the FDA regarding how they would determine whether to auth a vax for kids -- they speak to the ""severity of disease"".

Interesting, since there were ZERO cases of severe disease in the placebo arm of the  5-11 or 12-15 yo trials.
Show this thread",🌹 🌹 🐭 🧵,,,,"['https://pbs.twimg.com/profile_images/1398001584416698373/3aGVgRZB_mini.jpg', 'https://pbs.twimg.com/media/FD3ASMuWUAQ7Tcv?format=jpg&name=small']",https://twitter.com/Socialistesque/status/1499441905423298564
72,checrai71,@checrai71,2022-03-03T13:19:38.000Z,"checrai71
@checrai71
·
3 Mar","Replying to 
@tristanmf
Pour nourrir leur famille, les #soignants sont toujours obligés en #France d'être violés / ""#vaccins"" de merde afin de vérifier leur soumission à #bigpharma.

Les collabos normopathes du #fascisme des + riches sont rassurés.

Quand ils n'en jouissent pas de satisfaction perverse.
1
2",,,1,2,[],https://twitter.com/checrai71/status/1499373937523937280
73,checrai71,@checrai71,2022-03-03T05:59:30.000Z,"checrai71
@checrai71
·
3 Mar","Replying to 
@ZemmourEric
Ça s'appelle un double salto arrière
(évidemment avec le prétexte islamiste même s'il est hors sujet).

Pitoyable ...
#zemmour #Russie

Autant dire que quand #bigpharma imposera de nouveaux ""#vaccins"" de merde, le #ZemmourPresident2022 se couchera et suivra la doxa des #bigmedia.",,,,,[],https://twitter.com/checrai71/status/1499263174100635653
74,L'essentiel,@lessentiel,2022-03-03T13:58:24.000Z,"L'essentiel
@lessentiel
·
3 Mar"," La ministre de la Santé a fait le point sur le nombre de doses de #vaccins dont disposait le #Luxembourg et sur les livraisons à venir.
lessentiel.lu
Coronavirus au Luxembourg - 304 000 doses en stock, deux millions à venir
LUXEMBOURG - La ministre de la Santé a fait le point sur le nombre de doses de vaccins dont disposait le Luxembourg et sur les livraisons à venir.
1",💉,,,1,[],https://twitter.com/lessentiel/status/1499383692271177728
75,AlBaniAlbainPierre,@vtlau1,2022-03-03T16:44:34.000Z,"AlBaniAlbainPierre
@vtlau1
·
3 Mar","Replying to 
@vtlau1
 and 
@DomiDeLorraine
Ils vont recommencer les achats de #vaccins à partir de mai 2022 c est prévu 
Les vax sont toujours en phase experimentale et et la #vaccination sera obligatoire même pour les mômes #barrageamacron #MacronDehors #Presidentielle #PasseVaccinal #PassVacinal #PassSanitaire
1",Ⓜ 😂 Ⓜ 😏 🛑,,,1,[],https://twitter.com/vtlau1/status/1499425510694211593
76,Procureur Décitoyennisé,@menalahy2,2022-03-03T07:38:42.000Z,"Procureur Décitoyennisé
@menalahy2
·
3 Mar","Replying to 
@vince13008
 and 
@DebunkMoutarde
J'ai refusé et je refuse toujours ce #Produit pompeusement appelé #Vaccin, mais ça n'en fait pas de moi un #Antivax d'autant plus que je suis à jour de mes autres #Vaccins. 
Et je ne suis ni #ProPoutine ni #ProZelensky.
Procureur #Matricule525 #StandUpAleppo ﺕ
@menalahy
 · 26 Dec 2020
Replying to @1995juliacs
J'ai complété mes rappels de vaccin le mois dernier. Mais je ne suis pas prêt de me faire vacciner avec ce nouveau #Vaccin. 
Ça n'en fait pas de moi un #AntiVax. 
Trop facile d'essayer de culpabiliser les gens qui se basent sur le #PrincipeDe Précaution.
2",🌹 🌿 🦧 🦺 🌹 🌊 🌿 🦧,2,,,['https://pbs.twimg.com/profile_images/809306342582349824/9SaU8t0k_mini.jpg'],https://twitter.com/menalahy2/status/1499288140409974784
77,Céline d’Arc,@pam33771,2022-03-04T18:52:56.000Z,"Céline d’Arc
@pam33771
·
4 Mar","Un responsable australien de la santé admet maintenant que les vaccinés meurent de myocardite. #Australie #vaccins
1
27
25",,1,27,25,['https://pbs.twimg.com/ext_tw_video_thumb/1499820175889252355/pu/img/jYCYHV4JcRDbn6dd.jpg'],https://twitter.com/pam33771/status/1499820205542891523
78,This Is Sparta,@_ThisIsSparta_,2022-03-04T18:23:07.000Z,"This Is Sparta
@_ThisIsSparta_
·
4 Mar","""L’impôt est au cœur de notre solidarité nationale. C’est lui qui finance nos services publics""

Il paie aussi des #vaccins et des tests #PCR à coup de milliards pour une efficacité nulle !

#MacronDehors
2
3
7",✴ ✴,2,3,7,['https://pbs.twimg.com/media/FNBlx5AXEAss89f?format=jpg&name=small'],https://twitter.com/_ThisIsSparta_/status/1499812700033110016
79,Fred,@Fred15541646,2022-03-04T18:28:11.000Z,"Fred
@Fred15541646
·
4 Mar","Rappel : A propos de la multitude de malaises cardiaques survenant depuis les campagnes d'injections..

#France #corruption #effetssecondaires #vaccin #vaccination #vaccins #covid19France #coronavirus #passvaccinal
1
3
4",,1,3,4,['https://pbs.twimg.com/media/FNBodIBX0AMslY_?format=jpg&name=small'],https://twitter.com/Fred15541646/status/1499813976078696448
80,©mOvendiOmnivisiOn Think Tank,@mOvOmnivisiOn,2022-03-04T19:05:37.000Z,"©mOvendiOmnivisiOn Think Tank
@mOvOmnivisiOn
·
4 Mar","Et le commando de protection du peuple
contre INTOXICATION MASSIVE #vaccins
maintenant prouvé aux #USA/#Raoult 
comme modifiant #ADN
de l'impérialisme #Pfizer // #OTAN qui vous ficelle...
on l'a pas vu !!
>
La #France a SUBI !!
>
Faut des pour vous réveiller ??
#cdanslair
Armée de Terre
@armeedeterre
 · 4 Mar
#LeSaviezVous ? 9 valeurs et attitudes façonnent les commandos : courage, unité, humilité, adaptabilité, excellence, humour, abnégation, joie et détermination.

Comment les adopter pour devenir plus fort ? Toutes les pistes dans cet ouvrage 
#VendrediLecture  @DUNOD
1",🐝 🐝 🐝 🐝 👇 📚,,,1,"['https://pbs.twimg.com/profile_images/1487040444009693189/RK3UhsNX_mini.jpg', 'https://pbs.twimg.com/media/FM8Au9kXoAQRtvO?format=jpg&name=small']",https://twitter.com/mOvOmnivisiOn/status/1499823397450178564
81,Louis #Assange #Snowden Pardon,@Louis65719168,2022-03-04T12:31:07.000Z,"Louis #Assange #Snowden Pardon
@Louis65719168
·
4 Mar","#COVID19 #Covid_19
#vaccins #vaccinations #coronavirus
Les vaccins sont inefficaces et provoquent des effets secondaires graves dont la mort 

#presidentielles2022 #Presidentielle2022 #ConvoiFrance2022

#MacronDehors
#Nuremberg2 #Agenda21 #GreatReset #genocidevaccinal
#TPMP
Cerfia
@CerfiaFR
 · 4 Mar
 FLASH | Une #fillette de 9 ans est décédée dans la cour de son #école après un malaise #cardiaque.

(France Bleu) #Nice
1",🗣 ⚖ 💀,1,,,['https://pbs.twimg.com/profile_images/1487757415399493634/lf7FDN5n_mini.jpg'],https://twitter.com/Louis65719168/status/1499724115829215233
82,J Sais,@JSais8,2022-03-04T13:44:51.000Z,"J Sais
@JSais8
·
4 Mar","165 #vaccins par personne ,dans le monde ??impossible les gens seront morts bien avant ….mais a part ca c’est juste une crise sanitaire …pas un #Genocide mondial #Pfizergate #MacronLeFou #jeanmicheltrognieux #douglasgate #VeranEnPrison #Castex
Idriss J. Aberkane Ph.D, Ph.D & Ph.D
@idrissaberkane
 · 3 Mar
165 injections par personne et par vie… le forum économique mondial n’essaie même plus de ne pas ressembler à un grand méchant de James Bond… twitter.com/hm01869/status…
1",,,1,,['https://pbs.twimg.com/profile_images/1465441640370348040/q7Si11QJ_mini.jpg'],https://twitter.com/JSais8/status/1499742672080318467
83,Sade,@urubec,2022-03-04T17:28:55.000Z,"Sade
@urubec
·
4 Mar","Et des #vaccins + rappels annuels pour des #rhumes
BB
@BBcheminot
 · 4 Mar
Avec @EmmanuelMacron ce sera les facs payantes et les banques gagnantes ! Des crédits études comme aux USA que vos enfants rembourseront sur 10 à 20 ans !",,,,,['https://pbs.twimg.com/profile_images/1409185653695422469/T2dDm7Nb_mini.jpg'],https://twitter.com/urubec/status/1499799060051550211
84,Calvo Constant,@CalvoConstant,2022-03-04T13:51:14.000Z,"Calvo Constant
@CalvoConstant
·
4 Mar","L'#ÉquitéVaccinale est essentielle pour se remettre sur la voie du #developpementdurable.
Il est urgent d'accélérer la production et le déploiement des #vaccins contre le coronavirus, d'améliorer les capacités de production dans le monde entier. http://bit.ly/3HBM8EQ",,,,,['https://pbs.twimg.com/media/FNAo9ahXIAcGKYh?format=jpg&name=small'],https://twitter.com/CalvoConstant/status/1499744277504667655
85,@Lepiafdu20,@Lepiafdu20,2022-03-04T10:43:49.000Z,"@Lepiafdu20
@Lepiafdu20
·
4 Mar","Et dire que tous ces imbéciles de gauchistes
pensaient retrouver une vie normale après le #vaccins 
c'est dire à quelle point qu'ils sont à l'ouest
#Zelensky #Soros #Castex #Veran #Macron20h",,,,,[],https://twitter.com/Lepiafdu20/status/1499697112887476227
86,Fred,@Fred15541646,2022-03-04T12:51:18.000Z,"Fred
@Fred15541646
·
4 Mar","Comme les confinements, les masques, .. les mesures politiques ont d'ailleurs aggravé le pb.. 

#vaccin #vaccination #France #corruption #politique #vaccins #covid19France #manifestation
odysee.com
Ces vaccins ont augmenté l’épidémie | Séquence brevetée par Moderna |...
Ces vaccins ont augmenté l’épidémie | Séquence breveté par Moderna | Données sur les effets secondaires graves : Fausses couches, myocardites, péricardites, maladies auto immunes, cancers multiples,...",,,,,['https://pbs.twimg.com/card_img/1511993916240896000/_cDnb-5X?format=jpg&name=240x240'],https://twitter.com/Fred15541646/status/1499729194091229186
87,Céline d’Arc,@pam33771,2022-03-04T13:27:51.000Z,"Céline d’Arc
@pam33771
·
4 Mar","Lorient. L’infirmière non-vaccinée n’aurait pas dû être suspendue, confirme le Conseil d’État #vaccins
ouest-france.fr
Lorient. L’infirmière non-vaccinée n’aurait pas dû être suspendue, confirme le Conseil d’État
Le Conseil d’État vient de valider la décision du tribunal administratif de Rennes concernant une soignante de Lorient suspendue car non-vaccinée contre le Covid-19. La décision pourrait faire...
2
4",,,2,4,['https://pbs.twimg.com/card_img/1511773102774095879/cgKtiaXt?format=jpg&name=small'],https://twitter.com/pam33771/status/1499738393835675648
88,S.Kovač,@SKova1,2022-03-04T09:48:46.000Z,"S.Kovač
@SKova1
·
4 Mar","#MacronDehors & #gouvernement #BilanDeLaHonte point culminant est la contrainte & l'obligation vaccinale pour les soignants avec #vaccins dont l'efficacité est douteuse pour la majorité. #innocuité ? + #masques + #confinement + #minsk2 + #alstom + #lits  #Presidentielle2022
1",💉 ↘,,,1,[],https://twitter.com/SKova1/status/1499683259755732993
89,Tout Lyon,@ToutLyon,2022-03-04T09:15:46.000Z,"Tout Lyon
@ToutLyon
·
4 Mar","Productions de vaccins en France : Jean Castex et trois ministres dans le Rhône lundi #Castex #sanofi #vaccins
le-tout-lyon.fr
Jean Castex finalement attendu lundi chez Sanofi à Neuville-sur-Saône
Jean Castex est attendu lundi 7 mars à Neuville-sur-Saône. Le Premier ministre présentera la stratégie ""maladies émergentes et infectieuses"" dans le cadre de France 2030 et posera la première pierre...
1",,,1,,['https://pbs.twimg.com/card_img/1512534676820295684/LZdmTOx3?format=jpg&name=small'],https://twitter.com/ToutLyon/status/1499674953750302722
90,Maghnia Dib,@DibMaghnia,2022-03-04T13:00:25.000Z,"Maghnia Dib
@DibMaghnia
·
4 Mar","L'obligation vaccinale #COVID19 est malheureusement en préparation au #Luxembourg. Le sujet des #effetsecondaires des #vaccins ne me semble pas avoir été traité sérieusement ni en profondeur. De même, la question des conflits d'intérêts n'a toujours pas été soulevée au .",,,,,[],https://twitter.com/DibMaghnia/status/1499731491688960002
91,Jogabi,@jogabi69,2022-03-04T17:31:40.000Z,"Jogabi
@jogabi69
·
4 Mar","PRENEZ 1H45 POUR VISIONNER CETTE VIDEO DE RAPHAËL COHEN (FÉVRIER 2022).
JE SUIS HORRIFIÉE, J'AI PEUR POUR TOUS LES VACCINÉS.
#CRIMESCONTRELHUMANITÉ
#GENOCIDE #MEURTRES #CORRUPTION #DEPEUPLEMENT #GREATRESET #DEPOPULATIONAGENDA
#DEPOPULATIONMONDIALE
#VACCINS
youtube.com
2022 02 Raphael cohen - Corruption meurtre
3
2",,,3,2,['https://pbs.twimg.com/card_img/1510347293169532931/6e_EkMrK?format=jpg&name=240x240'],https://twitter.com/jogabi69/status/1499799752107560960
